id,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
51CUtoKY6oPN5PIXJsCQIq,0.31,0.615,204964,0.521,1.6e-06,0.0978,-8.849,0.0484,139.503,0.182
1eDS8ii1utvj0PjfQLrDb4,0.527,0.614,287907,0.591,0.0,0.111,-6.919,0.0651,120.04,0.481
4HdxI4yrlmN2C9GaMD9mxL,0.204,0.6759999999999999,197893,0.916,0.0,0.114,-2.52,0.0265,108.002,0.897
3MnbXlC1N7GdS9M8HzA6no,0.0518,0.777,200733,0.662,0.0,0.168,-3.761,0.143,142.059,0.4
6D2tzc8kRnZb7P1lNwMBLH,0.895,0.494,223213,0.17,0.0,0.139,-11.368,0.0337,80.098,0.145
17yrCsl1Ai6CZLBmGj6d6p,0.258,0.201,158478,0.7240000000000001,0.0281,0.296,-6.744,0.0499,154.395,0.1669999999999999
7Hle5ryHW10GCpkE8pxlpx,0.113,0.496,230280,0.7859999999999999,0.0,0.317,-3.971,0.0364,78.008,0.403
56OTBUIn4xlmDhtPowlA2d,0.303,0.723,217133,0.443,3.85e-06,0.246,-5.7360000000000015,0.0298,129.964,0.7120000000000001
4EETgKkkLxXrsrc0q50K1P,0.219,0.462,211507,0.71,2.47e-06,0.0924,-6.474,0.0364,197.763,0.6609999999999999
4vuJuTLFomqItDrn482nzV,0.0177,0.638,187893,0.8190000000000001,0.0,0.312,-4.9910000000000005,0.0643,101.031,0.721
2TsyTag2aNa4wmUNmExzcI,0.117,0.516,186720,0.946,4.34e-06,0.0641,-2.623,0.072,135.89600000000002,0.662
3TE9GbcsnQrxUrqpdpb8I0,0.0141,0.862,315069,0.7659999999999999,0.0,0.273,-8.158999999999999,0.262,98.6,0.8540000000000001
277XsneDiv30dhONPCOmrF,0.0874,0.621,236440,0.843,0.000196,0.106,-5.412000000000001,0.0315,132.01,0.445
3l75jB2gKi4VpgklWIbTOz,0.258,0.691,226168,0.67,0.764,0.117,-4.471,0.0644,170.06599999999997,0.22
34i4yxPrHWquuR4kjiivFO,0.201,0.674,233077,0.593,0.000529,0.209,-6.47,0.0582,116.995,0.464
7t2eWdGWBTAxaXxaGqq9ts,0.254,0.743,140657,0.411,0.0,0.292,-7.343,0.376,119.693,0.339
3KH5aME71gFcHvReW54ew4,0.928,0.45,195758,0.189,0.000843,0.104,-11.423,0.0519,66.945,0.227
1b6rmL3VXBgYTbn61kM8wT,0.318,0.5579999999999999,253787,0.8640000000000001,0.0,0.123,-5.1,0.43,152.804,0.474
4PA16FAl8LPmFmOhARawdV,0.0635,0.623,253533,0.74,0.0,0.366,-6.945,0.307,82.874,0.351
0WCbhE2evMrIwRM0DlMy9k,0.0498,0.838,292910,0.43,1.59e-05,0.0977,-5.867999999999999,0.281,126.981,0.126
6WQyaRxqf332knjOMWUMQf,0.0175,0.765,213147,0.657,0.0,0.345,-6.394,0.0829,91.998,0.5529999999999999
5eG8QuQKOBvDeCyoOeMkhT,0.965,0.353,194160,0.311,0.0315,0.204,-10.377,0.0321,146.696,0.135
7pda6TLAbVGxUjIUtbiNt0,0.048,0.7859999999999999,222147,0.569,0.0,0.119,-5.461,0.125,82.027,0.288
5LKXxwgll43fxe1lPF7sze,0.158,0.407,232878,0.403,5.98e-06,0.5529999999999999,-8.396,0.113,90.907,0.329
1LnvvETuCo3vqt1xC9j7J4,0.358,0.635,206811,0.0861,0.00995,0.138,-18.311,0.0755,130.14600000000002,0.0618
2c37Gkpu75l3kvh1FUZrHV,0.375,0.4,216786,0.7240000000000001,0.0,0.0927,-6.064,0.253,96.782,0.43
48yFrzTcnTCklWL9PRVZJj,0.188,0.6629999999999999,225240,0.8009999999999999,0.0,0.166,-4.086,0.246,177.843,0.6779999999999999
57fGFSzxpGVosCuWWJeKTv,0.461,0.5870000000000001,241798,0.495,9.05e-05,0.1,-7.063,0.0302,126.002,0.18
4COGASZEbAxmH6k5gYMo6G,0.155,0.894,335737,0.721,0.0,0.154,-5.829,0.258,107.963,0.392
7xrA11O07xo57Bbg6p4hck,0.00415,0.628,193893,0.74,0.0,0.277,-4.836,0.0358,86.98299999999998,0.257
7wmFsS43fO8vAg0vcr776N,0.534,0.389,400560,0.597,0.406,0.144,-8.436,0.0308,143.94299999999996,0.506
0sDqqcELNvGWI5u8mBxESD,0.995,0.429,180774,0.0541,0.928,0.114,-26.759,0.0411,122.311,0.0569
2JXNOtb0ANe6MzgRYDQG2J,0.129,0.735,265950,0.665,0.0,0.0803,-5.933,0.0819,102.018,0.593
1Rpj9CZE7cGSXUCfiBf0eA,0.286,0.7190000000000001,215050,0.809,0.0,0.081,-4.678999999999999,0.182,125.072,0.238
1nIyZKYmUsbEowiizbyr2Q,0.142,0.696,182600,0.6409999999999999,0.0,0.132,-5.807,0.0261,101.981,0.664
4vzV11MKDc82D9r1YV61MQ,0.8909999999999999,0.514,163500,0.32,0.0,0.0977,-9.669,0.144,76.916,0.236
0B0tYbVp7pDQAqKDhgMeaL,0.0389,0.5870000000000001,281827,0.63,0.0,0.35,-6.053999999999999,0.0311,76.97,0.433
3toYHht60pj16nNK0e2HZy,0.98,0.278,95317,0.0434,0.919,0.121,-22.396,0.0383,133.85299999999998,0.0397
6n77sRt4ihxmRlkEGLRqHZ,0.0335,0.62,243080,0.812,0.0,0.132,-5.843,0.0436,92.024,0.573
1Ub6VfiTXgyV8HnsfzrZzC,0.0867,0.244,243376,0.955,2.54e-06,0.411,-1.5319999999999998,0.0964,170.375,0.428
60j4KO4XiFxLM6qy2Enic2,0.00397,0.775,187710,0.8240000000000001,0.0,0.0509,-2.5580000000000003,0.047,137.989,0.6829999999999999
1Vk4yRsz0iBzDiZEoFMQyv,0.976,0.476,98040,0.192,0.928,0.119,-15.753,0.064,116.542,0.114
1zWMf9bVyhY5W3ZORbjNWt,0.0247,0.565,192133,0.8320000000000001,0.0,0.26,-5.732,0.114,112.827,0.233
4t5Zj9I7WDYFaYlSif13lV,0.509,0.436,245619,0.306,0.0,0.591,-11.337,0.0886,95.337,0.355
2NqHZYzBWUHbbpDDgdGWJL,0.0636,0.627,204067,0.8809999999999999,0.0,0.103,-4.575,0.0556,120.007,0.593
3LGxef3inmn5jMLGDz9lqw,0.0415,0.69,223080,0.524,3.16e-06,0.17,-8.39,0.103,164.023,0.562
79wTHFxVJXRrR5afZeBd16,0.025,0.782,181104,0.662,0.0,0.3,-7.2429999999999986,0.105,140.05100000000002,0.102
4gsR34XSIE2fUY4odwZqym,0.306,0.612,225667,0.725,0.0784,0.0548,-5.602,0.0417,146.011,0.333
6bLopGnirdrilrpdVB6Um1,0.0174,0.639,210920,0.785,0.00107,0.0512,-6.1670000000000025,0.174,191.95,0.6859999999999999
3FZEv9JddkjHNFiMVxJYpS,0.486,0.621,233133,0.551,0.0,0.115,-7.89,0.0474,105.052,0.222
5MD2QLnFM2ChpKAh33z0zr,0.0324,0.742,280831,0.5589999999999999,0.0,0.0987,-5.876,0.141,146.923,0.431
1nK0XDR5ZdBfBMfkS5SXRF,0.565,0.6829999999999999,181680,0.414,2.35e-06,0.243,-5.857,0.0326,141.928,0.8909999999999999
4rL1OrbBCOD5hDgXWPCqW3,0.191,0.51,193981,0.603,0.389,0.551,-9.691,0.0361,91.118,0.413
1VMQYQQlYHhbudATkSJiP1,0.354,0.574,238933,0.586,0.0,0.106,-6.141,0.0337,127.795,0.26
5PYHriludkxUAvdUZvs0xj,0.989,0.358,192750,0.00409,0.935,0.0998,-28.239,0.0475,81.654,0.108
1tYOB844iD7HxHvPtwDPNu,0.816,0.532,185947,0.392,0.0,0.122,-7.502000000000002,0.0289,151.879,0.352
1kFToCzZBG7clK0axbKVWH,0.614,0.516,196352,0.414,0.0,0.0851,-6.335,0.0351,110.126,0.358
7AVF7kutqdQyamkw6q4d7x,0.0234,0.522,195413,0.5770000000000001,0.0,0.15,-6.782,0.309,191.662,0.386
4NTJ9sbakiYD1SyGWSMyCf,0.335,0.45,197947,0.649,0.0,0.144,-6.374,0.0388,80.984,0.396
6ObpR8ek44tvWefQRcSo8K,0.0392,0.662,250080,0.705,2.38e-06,0.105,-6.56,0.0399,159.996,0.865
2eQHAwP1oz4XsjHXSEaqZQ,0.197,0.845,213716,0.442,0.00543,0.191,-9.698,0.0332,106.426,0.404
5aeIj88MLdekYvObw5Yisk,0.00532,0.408,272666,0.953,0.0,0.338,-3.883,0.226,177.94,0.291
25GlFJq5QNAXyVgJvCZ4Mf,0.173,0.685,312360,0.545,1.44e-05,0.237,-6.189,0.061,94.061,0.506
2M85m6zeSzUCOHfHsvzLcy,0.00446,0.426,266427,0.838,0.000105,0.0949,-7.213999999999999,0.045,172.007,0.37
5IdQEHgtmj9th3OkfQKhf8,0.8909999999999999,0.381,230017,0.462,0.0,0.199,-8.014,0.124,80.08,0.542
1GL0EEkKCUT2yK52sjWkOt,0.0246,0.75,160305,0.8909999999999999,6.24e-06,0.057,-3.751,0.226,128.076,0.5529999999999999
7yAwyQ2np0KRjeXsGwirez,0.314,0.58,159027,0.841,0.0,0.199,-4.073,0.0324,165.93599999999995,0.964
6t2ubAB4iSYOuIpRAOGd4t,0.0729,0.7859999999999999,157165,0.8540000000000001,1.63e-06,0.179,-4.247,0.0523,105.078,0.687
2XrM7sxDMFn2LaKB7ITlJs,0.961,0.0624,122175,0.000868,0.918,0.187,-37.475,0.0514,70.914,0.134
6qONjN95Wk5zsOs7pY2Kq3,0.787,0.447,298912,0.247,2.29e-06,0.0983,-11.988,0.0407,139.63,0.198
0gVhfijOGB9TLUzWMwPIFh,0.261,0.52,182080,0.374,0.0017,0.634,-12.128,0.0368,142.327,0.3720000000000001
7tMbZ0RGW0jFsBw7ipEPEV,0.588,0.436,254013,0.473,4.35e-05,0.103,-7.24,0.0307,108.906,0.242
1NFpzFtGDWbtSCaXzxi1t7,0.931,0.0657,118988,0.00183,0.98,0.116,-34.484,0.0462,73.61,0.0396
5TqBAOIBe0bQA0spNdcG3k,0.0173,0.916,183695,0.5710000000000001,1.11e-06,0.153,-8.241,0.2,103.521,0.498
4AkP8JV90cs05Q8vlVunMe,0.911,0.128,120790,0.00154,0.944,0.0893,-36.356,0.0519,78.291,0.0377
4G9addS7Yq5ihZBQLXG2Mj,0.775,0.5479999999999999,148840,0.221,0.0,0.109,-8.383,0.0401,140.649,0.457
4Qt5o43KerMzgh0PNPm6Q1,0.8190000000000001,0.565,207053,0.579,0.0,0.0681,-6.627000000000002,0.0276,133.08,0.361
5fQa04cwDF11Giq5N2tGdU,0.505,0.48,294000,0.418,0.00416,0.11,-9.622,0.0312,132.404,0.319
26Q7f4tUntDtlL4EyZz65X,0.257,0.8029999999999999,204393,0.833,1.43e-06,0.152,-4.5,0.0844,130.002,0.7829999999999999
035QPHPAcqApSGMMcogT45,0.211,0.74,283840,0.51,0.00951,0.0825,-7.477,0.0242,105.013,0.528
7s49Um7G06hq2rulrHPsIy,0.112,0.893,176855,0.6459999999999999,0.0,0.104,-5.073,0.1,132.97,0.468
2M71Inc9camxaIGtmQ6I87,0.00189,0.628,228169,0.877,0.0,0.228,-3.016,0.041,142.034,0.199
3O5JIwSON3KBaoyMUsjLjn,0.4920000000000001,0.546,266087,0.404,0.0269,0.115,-7.441,0.0353,92.07,0.0395
5V5akuBxKpIlTUPaueNpyy,0.00241,0.389,145400,0.988,0.000615,0.346,-1.949,0.107,111.975,0.0996
34hoVcS0YCuUCzx1aFENjq,0.0795,0.6970000000000001,263337,0.716,0.0,0.139,-6.671,0.151,140.082,0.348
19YmvsVCetCBeVj6O2mljR,0.0142,0.54,224760,0.902,0.0,0.0756,-3.577,0.0442,75.033,0.6920000000000001
5PnBpKOVvQxeFvXVNYSoxs,0.08,0.418,241846,0.794,0.0,0.329,-4.973,0.0816,129.434,0.178
0DwaOWI1kC2s98qLj0LTDd,0.882,0.296,187267,0.342,0.000967,0.0748,-11.879,0.0471,52.00100000000001,0.0794
23NWj2izXAJ4yL6Nah73wf,0.179,0.789,209453,0.488,7.94e-06,0.104,-9.093,0.227,133.114,0.0644
0TLAptKgYxe7F0KewWH6X6,0.696,0.293,257220,0.29,0.875,0.1,-11.595999999999998,0.0454,128.276,0.0373
1py4qzrEEkOvU8uTHYLuOW,0.0548,0.862,177680,0.662,0.0,0.0993,-7.19,0.209,131.964,0.394
4Je9DYC9fPdOjF3pfyoKrj,0.209,0.745,185487,0.741,0.0,0.51,-7.2120000000000015,0.184,94.002,0.48
5KSNxyuyp5K1kDT6LvX8oZ,0.0288,0.507,216037,0.461,0.0,0.0483,-7.761,0.128,136.219,0.665
5EHtUEFJ9trrc3cNNfBfJj,0.0112,0.32,244787,0.939,0.0,0.363,-1.74,0.13,178.09599999999998,0.348
0vjefNvtMdFmw7LOBA2NOp,0.451,0.626,162560,0.578,0.0,0.17,-5.92,0.0271,93.928,0.728
2fUZ3aMp8amSaV0mp8s6rQ,0.0626,0.711,167038,0.882,0.0,0.226,-4.276,0.0576,106.017,0.56
50prNXlssUmo8p5Agh0gHJ,0.403,0.644,207876,0.6409999999999999,0.0,0.5,-7.501,0.305,127.824,0.56
1wPRqq1czM3ny6189e56mq,0.0104,0.602,191007,0.901,0.00677,0.0799,-3.842,0.0854,94.57,0.362
1lItf5ZXJc1by9SbPeljFd,0.00381,0.807,144244,0.887,0.0,0.391,-3.892,0.275,160.517,0.78
5bAJhDTVCWVScr5Ev4LnB2,0.00148,0.433,240253,0.863,0.00107,0.351,-4.452,0.0296,82.99799999999998,0.54
4MofYf0f4ijlVV6elUW5S3,0.0447,0.78,180706,0.784,0.0,0.122,-5.039,0.186,85.023,0.43
03E06FTE8LrhTfdOfDBb2q,0.135,0.19,209938,0.635,0.995,0.551,-16.847,0.0669,91.361,1e-05
6gyYI35SD576xiwstBIX7Y,0.752,0.5479999999999999,77922,0.302,0.893,0.314,-12.869000000000002,0.12,127.159,0.546
7KcGEssn7BnJdTgildK5y0,0.0884,0.867,272453,0.5579999999999999,4.05e-06,0.541,-6.975,0.258,139.061,0.4320000000000001
6wZcefZGc6vrd3zLCQoOYe,0.0142,0.594,217627,0.951,1.18e-06,0.0965,-1.339,0.0696,102.04,0.6409999999999999
4JNdKmSZRsYDBwhIgZpa5M,0.0643,0.7120000000000001,214280,0.899,5.36e-06,0.117,-5.078,0.0648,123.987,0.58
4xBjsLUSjcx2h7PcRikpQp,0.0295,0.655,228893,0.5760000000000001,0.115,0.132,-6.735,0.0536,139.953,0.1669999999999999
78YfFq0BoyU3liELT9xm5D,0.14,0.183,161206,0.784,0.971,0.902,-24.539,0.0533,83.12799999999999,1e-05
6kVku2CoE7fbD29miiutzw,0.307,0.54,199184,0.7440000000000001,8.950000000000001e-05,0.103,-10.942,0.405,92.207,0.925
5jsDxDkJ1PqyYUWhDMr86B,0.00264,0.481,256533,0.945,0.0,0.135,-5.468,0.0813,157.059,0.4270000000000001
77Y57qRJBvkGCUw9qs0qMg,0.386,0.546,243667,0.657,1.03e-05,0.0983,-6.526,0.0255,80.007,0.52
5tdcH4SoS9ViDo8vtSRsft,0.994,0.298,180578,0.0873,0.957,0.106,-19.083,0.0598,211.823,0.407
6ACiYjq5Q7e6BlhZEHz7cd,0.381,0.423,223947,0.456,0.016,0.12,-8.45,0.0579,112.984,0.148
7dUdMZqfGSIt0ZkmTOgRLA,0.393,0.657,191480,0.5770000000000001,0.0291,0.105,-8.586,0.0341,135.558,0.434
2pJZ1v8HezrAoZ0Fhzby92,0.251,0.838,237333,0.4920000000000001,0.0,0.262,-5.69,0.038,115.092,0.895
5VnaOLeK1lKfULuNwet8ck,0.979,0.6409999999999999,252121,0.24,0.866,0.234,-19.107,0.047,99.02,0.32
3wBAhQLR9VjWfyYO3u4oPR,0.174,0.853,164598,0.591,0.0,0.0993,-5.5829999999999975,0.179,119.088,0.433
0Dk9lP1YnOqssHH0oCeq9u,0.000279,0.732,105000,0.47,0.0,0.119,-7.601,0.244,159.936,0.411
0RyA3o15NOLJYtm9NlDu5c,0.181,0.635,218947,0.777,0.0,0.357,-6.018,0.231,128.09,0.177
2Ulnsoz9xPe1GO6vQh3x3m,0.00179,0.635,220457,0.863,0.0,0.32,-4.204,0.0613,94.945,0.654
5mB1bWU8VueYVxuvcLPn2B,0.018,0.831,167333,0.5579999999999999,0.0,0.094,-3.551,0.242,141.974,0.338
6iF5JgF1GNUQwlnsgnMzUu,0.565,0.895,193020,0.698,0.0,0.305,-6.575,0.207,99.998,0.325
3Y6L3oiUydJIGsmk5zHlDO,0.38,0.789,231857,0.652,1.57e-06,0.091,-9.734,0.219,139.981,0.0775
66y7x28jXOPrcmu3D5Zjh6,0.726,0.253,60453,0.139,5.01e-05,0.269,-17.067,0.0414,74.369,0.102
3tyTt5pEWblt96j1HsXiV5,0.225,0.677,390862,0.852,3.950000000000001e-05,0.0595,-10.856,0.045,91.691,0.93
3NgCzSW98SsqBdpYcnm4kv,0.405,0.393,221881,0.555,0.0,0.105,-6.096,0.276,167.99900000000005,0.22
1OhTW1OIZW8g0PrRuccUtZ,0.121,0.193,262645,0.13,0.785,0.755,-14.831,0.0463,84.21799999999998,1e-05
5QJuMhGWTUB4t9BqR7ndL3,0.00146,0.4920000000000001,221360,0.6659999999999999,1.29e-06,0.104,-6.42,0.0317,125.042,0.26
4X70hLzIDfY5T2BcsOcv6Q,0.00639,0.816,169707,0.63,0.0304,0.173,-5.729,0.183,101.997,0.599
6EUMXzizgZAFOhll8tKXyB,0.7759999999999999,0.425,119902,0.21,0.902,0.0992,-12.242,0.0451,158.846,0.311
5kyd6oKvKmj6mWCaAaHoN4,0.153,0.741,220964,0.58,0.0,0.109,-7.741,0.378,97.092,0.428
1hSuulO4BKSmYe0aSWROPM,0.701,0.6759999999999999,170611,0.5,0.0,0.596,-6.877999999999999,0.0412,97.863,0.915
0xl1w2q4VLojeXp4JfazPL,0.0407,0.903,307593,0.439,0.0,0.138,-11.813,0.397,139.112,0.532
2QQDH8gt4nyxFu2XX6bhG8,0.000101,0.418,250793,0.907,0.000433,0.346,-3.675,0.0584,99.17,0.473
0ErpHxNt1kTyCQGlh43wr1,0.413,0.4920000000000001,253165,0.7,0.00013,0.0996,-7.001,0.0437,110.741,0.605
3XstzgzP0rp3bzElEnRVHv,0.892,0.7290000000000001,234595,0.338,0.000295,0.118,-12.816,0.116,119.345,0.184
6Wo5YxkdXgwzKQZbDg2r17,0.8540000000000001,0.655,248053,0.0645,1.11e-05,0.107,-14.765,0.0429,129.399,0.278
6F84CqAnWGg6CZiWFNDuQ9,0.0208,0.575,249813,0.478,1.11e-05,0.144,-5.517,0.0314,125.968,0.297
4xu38KnbRHbRHRwdg4KFul,0.145,0.0,500167,2.03e-05,0.213,0.114,-25.556,0.0,0.0,0.0
6zdO7yfGMdFzEaSYDaZgNf,0.6970000000000001,0.588,172960,0.536,0.0,0.196,-8.83,0.0604,78.061,0.354
11EDhDAVDtGPoSar6ootYA,0.01,0.69,221206,0.784,4.08e-05,0.22,-4.724,0.056,109.969,0.284
6hmFoos3ZUupYAyCCSuUfW,0.49,0.515,121429,0.195,0.0,0.0818,-13.635,0.112,169.544,0.0638
3TXYRNSjz8txG5rL5H9RWO,0.157,0.918,169718,0.8340000000000001,1.12e-05,0.0651,-6.21,0.0935,128.006,0.8420000000000001
5yvhdo8FXbBsIllxv2Rr94,0.0658,0.805,196133,0.7020000000000001,0.0,0.123,-4.877,0.0887,120.041,0.225
21csDNj3WqMPYDzW996UHL,0.221,0.6920000000000001,225667,0.512,0.0,0.336,-8.345,0.0451,139.953,0.477
6Dwtha2FtZFoMEBh5GR2sq,0.226,0.8270000000000001,191720,0.7020000000000001,5.04e-05,0.158,-7.2639999999999985,0.267,130.02,0.6940000000000001
2UDoZZSrs3NxlmvFZbffr4,0.317,0.568,231173,0.453,0.0,0.121,-5.061,0.0284,162.129,0.508
36PQh1G6h7n9VWB799fXpI,0.00878,0.596,260387,0.894,0.00659,0.104,-5.407,0.0265,132.994,0.5720000000000001
3JTtZUOiZljuWbNiasfHB6,0.643,0.785,167640,0.7020000000000001,0.0,0.175,-4.517,0.0464,116.021,0.569
6pVVLXvKIzcOBj7uvoqU9g,7.26e-05,0.544,128680,0.7709999999999999,8.47e-06,0.101,-6.4110000000000005,0.0469,158.274,0.357
3bnMRk8B9LUcsCHJNQAMLr,0.939,0.515,193628,0.201,1.29e-06,0.0889,-10.866,0.0569,74.21,0.228
6acDlNeA06MCVCzsTVGr9V,0.0998,0.743,255160,0.659,0.00028,0.0622,-6.755,0.0343,114.033,0.804
5aWhs651KYM26HYM16kRdk,0.0727,0.606,250093,0.942,2.07e-06,0.0709,-2.5980000000000003,0.115,106.02,0.518
4v0134PgBTGsFJiGcV4eJk,0.052,0.753,180148,0.602,0.000249,0.102,-6.3260000000000005,0.149,94.056,0.555
0we7ShV1o6cPTFjxOADPbC,0.165,0.7390000000000001,325720,0.7509999999999999,0.0,0.0599,-7.1610000000000005,0.349,130.17600000000002,0.321
1Cx37RLHtu6ZWA0W1uGkai,0.396,0.56,240253,0.531,0.0,0.103,-6.14,0.0484,79.789,0.289
1cuYCAodLWgzhwE2KFZ8rC,0.511,0.416,154406,0.412,0.000423,0.241,-11.262,0.0361,116.84,0.409
3cQPyVlnrmmWU5fQJxl0q9,0.125,0.6779999999999999,133903,0.77,0.0,0.184,-3.2060000000000004,0.145,75.009,0.284
1ZNVczQsUBA64aWhvWqaap,0.5770000000000001,0.69,178224,0.8029999999999999,6.49e-05,0.117,-9.084,0.0915,161.489,0.204
2QrGCbW0ylj94JfkgLZFlA,0.348,0.76,191295,0.718,0.0,0.0982,-3.017,0.232,128.14,0.557
5WPXnJulBVflChZ8qIe91d,0.0243,0.7040000000000001,245947,0.534,0.0,0.0824,-7.028,0.276,104.99,0.189
10hweQwWcUhBcpipYEvCYD,0.943,0.532,96005,0.1369999999999999,0.8240000000000001,0.0852,-19.672,0.0648,89.346,0.0732
3I8yVFjvJoOBM9tX4ZpxEL,0.0716,0.784,140182,0.94,0.000171,0.133,-7.327000000000001,0.054,137.003,0.979
34izzOmykADkGT27pUjUvJ,0.777,0.71,207960,0.405,0.0001629999999999,0.111,-10.864,0.0519,103.04,0.402
1dFLowBW25EaL2OC7eKEa2,0.045,0.6559999999999999,181000,0.917,0.000732,0.0878,-4.652,0.0495,152.067,0.961
1Mf27cnAF1Q6Ko83XTM5d1,0.374,0.487,176093,0.625,0.0,0.226,-5.112,0.0401,170.39700000000005,0.351
5geeTRRcsIg0MS5TvtBtHU,0.125,0.752,240375,0.705,0.0,0.0919,-4.893,0.138,129.966,0.6940000000000001
7pxhKtuTwofDIdgHx2DcVK,0.054,0.6509999999999999,194893,0.8079999999999999,0.0,0.0482,-4.731,0.0435,100.993,0.858
5YY7ht3PCArlLjLbcTiAvh,0.0464,0.797,386333,0.804,1.5399999999999998e-05,0.317,-4.817,0.0711,91.973,0.451
42tFTth2jcF7iSo0RBjfJF,0.0868,0.8390000000000001,189050,0.902,0.00257,0.272,-3.612,0.0536,114.953,0.639
0hL8yBivUahlm1rhQ1a0Xx,0.779,0.605,408064,0.613,0.0,0.0981,-10.479,0.8690000000000001,63.764,0.336
4a7pHqkM05VQj1ZH5onbHx,0.0959,0.7,148606,0.377,0.0,0.133,-15.07,0.342,130.003,0.181
35h1sceqSdzCftH12t0LkT,0.992,0.588,112875,0.0185,0.917,0.0943,-20.676,0.0542,121.072,0.5
57p8CBvPOxrvyCbn6ttl5r,0.0079,0.653,234286,0.91,0.0,0.318,-3.36,0.0566,126.047,0.0921
4P66rfizAl2nIJCICSMymC,0.42,0.722,207813,0.903,0.000371,0.118,-1.261,0.0331,132.006,0.445
2RJfK2pOvGpnxC255YOy5k,0.00199,0.768,212853,0.826,0.000374,0.031,-4.904,0.0335,114.997,0.926
19EnyPZhNPbRoCxAuv5pKD,0.026,0.654,281360,0.5870000000000001,0.0,0.589,-6.331,0.0439,100.014,0.288
5HEeRxhPObDXGiviqH2PXv,0.128,0.1639999999999999,202423,0.995,0.963,0.778,-19.863,0.051,86.31700000000002,1e-05
6IIcLzR05sN1gk4ngzz7Kk,0.219,0.562,277506,0.4370000000000001,2.18e-05,0.0806,-10.229,0.052,124.852,0.15
4CwumbYOUtgSylJnSrZ7oY,0.5479999999999999,0.685,177720,0.615,5.06e-06,0.1689999999999999,-7.983,0.0387,137.93200000000002,0.7170000000000001
11fWR3u9wjDMW4oVDbUbyT,0.189,0.557,171493,0.807,0.0,0.234,-5.428,0.0825,81.045,0.578
4jCeguq9rMTlbMmPHuO7S3,0.217,0.7979999999999999,123298,0.624,0.0,0.166,-7.667999999999997,0.293,147.988,0.591
2MZyHeZDXnvF6TWfCw18wB,0.0612,0.736,163104,0.866,0.0,0.0465,-5.714,0.109,110.05,0.6459999999999999
5MLreTrtwv7fGyyAy0RyeB,0.301,0.631,201509,0.8290000000000001,0.0,0.107,-5.22,0.0915,109.987,0.133
7Cq27Qc3WRyQ3ddwVslpVZ,0.0505,0.585,193567,0.895,0.0042299999999999,0.32,-3.663,0.136,119.904,0.181
7l9CE3wmEGOUYw1j4ETjnL,0.0272,0.383,181907,0.621,0.0,0.4270000000000001,-5.877999999999999,0.113,80.051,0.213
29Nr1r6Sn7zzyVFoEGCeqO,0.463,0.6970000000000001,96016,0.48,0.0085,0.378,-9.856,0.0493,119.951,0.176
46T7puWlH8ptC6lx7bQ3TY,0.768,0.503,218776,0.37,0.599,0.116,-17.502,0.0489,78.96300000000002,0.102
6oVxXO5oQ4pTpO8RSnkzvv,0.0329,0.7190000000000001,230373,0.469,0.0,0.1689999999999999,-8.792,0.0533,120.085,0.0851
1Sc1O9WeRIUEuOLxAcPRKD,0.443,0.588,220082,0.528,0.0,0.258,-12.109000000000002,0.0589,80.02,0.314
3AsNVBJ7LHsltdu9490ZiS,0.0197,0.735,217840,0.768,0.0,0.0643,-4.481,0.0353,104.991,0.83
31VOknKjFrEX47bZXzqcoF,0.28,0.301,230289,0.672,3.1e-05,0.0609,-4.497,0.0623,169.497,0.384
3Lfiu5sZ4M4B6JaKMBc0FU,0.448,0.747,191147,0.76,0.0,0.153,-4.294,0.187,99.975,0.682
1Ym6aMuT5bliaZMC67AmPp,0.048,0.449,180902,0.534,0.0011,0.384,-9.493,0.0494,94.261,0.342
1UAmQe8EwpxQ80OfYVD13z,0.0457,0.8270000000000001,183552,0.57,0.0,0.148,-8.22,0.365,148.119,0.412
30AECxqqjI4oU91fOhAi8I,0.7170000000000001,0.607,216333,0.425,0.0,0.0883,-7.974,0.0269,134.001,0.5379999999999999
0WSPIU3Y3bNXsGeKnzSnt1,0.324,0.445,358870,0.446,0.119,0.106,-8.87,0.0286,92.463,0.0384
0QMCxc6dP8ObzoJExJd5oc,0.7120000000000001,0.35,170667,0.429,0.0,0.307,-13.14,0.131,169.90099999999995,0.207
72V0gNzrSDsdOQMuXlwhd4,0.0896,0.846,138161,0.564,0.00836,0.219,-7.436,0.0983,126.047,0.237
1rM0CnyUiiw6A9CHJRXjZA,0.0318,0.6970000000000001,193792,0.775,0.0,0.232,-6.664,0.083,113.886,0.826
3MoV1UsAJmz64LHqyiRMp0,0.1369999999999999,0.703,198947,0.66,0.0,0.192,-5.119,0.123,95.031,0.79
5FlmoOiXokZHJvESrFbsyg,0.0893,0.7609999999999999,192405,0.672,9.77e-06,0.14,-5.8870000000000005,0.212,160.077,0.4370000000000001
5x7Fb9wMOtxd7eZzQ9EzVd,0.287,0.527,163453,0.868,0.0,0.0885,-2.653,0.0416,172.08599999999996,0.77
5YeHLHDdQ4nKHk81XFWhCU,0.107,0.847,227387,0.603,7.400000000000001e-06,0.106,-4.607,0.0397,114.045,0.735
66XDf77gBcfQKi4I2vIbTj,0.252,0.669,192537,0.684,0.0,0.72,-4.595,0.0585,96.097,0.466
